# Comprehensive SSSOM Mapping - ALL D4D Attributes
# Includes mapped, recommended, novel, free text, and unmapped attributes
# Date: 2026-03-19T23:43:47.985143
# Total attributes: 270
#
# Status breakdown:
#   free_text: 54
#   mapped: 67
#   novel_d4d: 42
#   recommended: 69
#   unmapped: 38
#
# d4d_module: D4D schema module containing this attribute
#
d4d_schema_path	subject_id	subject_label	d4d_module	predicate_id	rocrate_json_path	object_id	object_label	mapping_justification	confidence	comment	author_id	mapping_date	subject_source	object_source	mapping_set_id	mapping_set_version	mapping_status	d4d_description	d4d_module
Dataset.irb_approval	d4d:irb_approval	Irb Approval	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Was Institutional Review Board (IRB) approval obtained? Include approval number and institution if a...	Unknown
Dataset.is_data_split	d4d:is_data_split	Is Data Split	D4D_Base	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Is this subset a split of the larger dataset, e.g., is it a set for model training, testing, or vali...	D4D_Base
Dataset.is_deidentified	d4d:is_deidentified	Is Deidentified	D4D_Base	skos:exactMatch	@graph[?@type='Dataset']['d4d:is_deidentified']	d4d:is_deidentified	is_deidentified	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d		D4D_Base
Dataset.is_direct	d4d:is_direct	Is Direct	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Whether collection was direct from individuals	Unknown
Dataset.is_identifier	d4d:is_identifier	Is Identifier	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Indicates whether this variable serves as a unique identifier or key for records in the dataset.	Unknown
Dataset.is_random	d4d:is_random	Is Random	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Indicates whether the sample is random.	Unknown
Dataset.is_representative	d4d:is_representative	Is Representative	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Indicates whether the sample is representative of the larger set.
"	Unknown
Dataset.is_sample	d4d:is_sample	Is Sample	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Indicates whether it is a sample of a larger set.	Unknown
Dataset.is_sensitive	d4d:is_sensitive	Is Sensitive	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Indicates whether this variable contains sensitive information (e.g., personal data, protected healt...	Unknown
Dataset.is_shared	d4d:is_shared	Is Shared	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Boolean indicating whether the dataset is distributed to parties external to the dataset-creating en...	Unknown
Dataset.is_subpopulation	d4d:is_subpopulation	Is Subpopulation	D4D_Base	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Is this subset a subpopulation of the larger dataset, e.g., is it a set of data for a specific demog...	D4D_Base
Dataset.is_tabular	d4d:is_tabular	Is Tabular	D4D_Base	skos:narrowMatch	@graph[?@type='Dataset']['encodingFormat']	schema:encodingFormat	encodingFormat	semapv:ManualMappingCuration	0.8	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Base
Dataset.issued	d4d:issued	Issued	Unknown	skos:exactMatch	@graph[?@type='Dataset']['datePublished']	schema:datePublished	datePublished	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.keywords	d4d:keywords	Keywords	Unknown	skos:exactMatch	@graph[?@type='Dataset']['keywords']	schema:keywords	keywords	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.known_biases	d4d:known_biases	Known Biases	D4D_Composition	skos:exactMatch	@graph[?@type='Dataset']['d4d:known_biases']	d4d:known_biases	known_biases	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Known biases present in the dataset that may affect fairness, representativeness, or model performan...	D4D_Composition
Dataset.known_limitations	d4d:known_limitations	Known Limitations	D4D_Composition	skos:exactMatch	@graph[?@type='Dataset']['d4d:known_limitations']	d4d:known_limitations	known_limitations	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Known limitations of the dataset that may affect its use or interpretation. Distinct from biases (sy...	D4D_Composition
Dataset.label	d4d:label	Label	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Is there a label or target associated with each instance?
"	Unknown
Dataset.label_description	d4d:label_description	Label Description	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"If labeled, what pattern or format do labels follow?
"	Unknown
Dataset.labeling_details	d4d:labeling_details	Labeling Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on labeling/annotation procedures and quality metrics.
"	Unknown
Dataset.labeling_strategies	d4d:labeling_strategies	Labeling Strategies	D4D_Preprocessing	skos:exactMatch	@graph[?@type='Dataset']['d4d:labeling_strategies']	d4d:labeling_strategies	labeling_strategies	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d		D4D_Preprocessing
Dataset.language	d4d:language	Language	Unknown	skos:exactMatch	@graph[?@type='Dataset']['inLanguage']	schema:inLanguage	inLanguage	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	language in which the information is expressed	Unknown
Dataset.last_updated_on	d4d:last_updated_on	Last Updated On	Unknown	skos:exactMatch	@graph[?@type='Dataset']['dateModified']	schema:dateModified	dateModified	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.latest_version_doi	d4d:latest_version_doi	Latest Version Doi	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	DOI or URL of the latest dataset version.	Unknown
Dataset.license	d4d:license	License	Unknown	skos:exactMatch	@graph[?@type='Dataset']['license']	schema:license	license	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.license_and_use_terms	d4d:license_and_use_terms	License And Use Terms	D4D_Data_Governance	skos:closeMatch	@graph[?@type='Dataset']['license']	schema:license	license	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Data_Governance
Dataset.license_terms	d4d:license_terms	License Terms	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Description of the dataset's license and terms of use (including links, costs, or usage constraints)...	Unknown
Dataset.limitation_description	d4d:limitation_description	Limitation Description	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Detailed description of the limitation and its implications.
"	Unknown
Dataset.limitation_type	d4d:limitation_type	Limitation Type	Unknown	skos:closeMatch	@graph[?@type='Dataset']['temporalCoverage']	schema:temporalCoverage	temporalCoverage	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	"Category of limitation (e.g., scope, coverage, temporal, methodological).
"	Unknown
Dataset.machine_annotation_tools	d4d:machine_annotation_tools	Machine Annotation Tools	D4D_Preprocessing	skos:closeMatch	@graph[?@type='Dataset']['rai:machineAnnotationTools']	rai:machineAnnotationTools	machineAnnotationTools	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Automated annotation tools used in dataset creation.	D4D_Preprocessing
Dataset.maintainer_details	d4d:maintainer_details	Maintainer Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on who will support, host, or maintain the dataset.
"	Unknown
Dataset.maintainers	d4d:maintainers	Maintainers	D4D_Maintenance	skos:relatedMatch	@graph[?@type='Dataset']['maintainer']	schema:maintainer	maintainer	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Maintenance
Dataset.maximum_value	d4d:maximum_value	Maximum Value	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The maximum value that the variable can take. Applicable to numeric variables.	Unknown
Dataset.md5	d4d:md5	Md5	D4D_Base	skos:exactMatch	@graph[?@type='Dataset']['evi:md5']	evi:md5	md5	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/EVI#	d4d-rocrate-comprehensive-v1	1.0	mapped	md5 hash of the data	D4D_Base
Dataset.measurement_technique	d4d:measurement_technique	Measurement Technique	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	"The technique or method used to measure this variable. Examples: ""mass spectrometry"", ""self-report s..."	Unknown
Dataset.mechanism_details	d4d:mechanism_details	Mechanism Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on mechanisms or procedures used to collect the data.
"	Unknown
Dataset.media_type	d4d:media_type	Media Type	D4D_Base	skos:closeMatch	@graph[?@type='Dataset']['encodingFormat']	schema:encodingFormat	encodingFormat	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	The media type of the data. This should be a MIME type.	D4D_Base
Dataset.method	d4d:method	Method	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Method used for de-identification (e.g., HIPAA Safe Harbor).	Unknown
Dataset.minimum_value	d4d:minimum_value	Minimum Value	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The minimum value that the variable can take. Applicable to numeric variables.	Unknown
Dataset.missing	d4d:missing	Missing	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Description of the missing data fields or elements.
"	Unknown
Dataset.missing_data_causes	d4d:missing_data_causes	Missing Data Causes	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Known or suspected causes of missing data (e.g., sensor failures, participant dropout, privacy const...	Unknown
Dataset.missing_data_documentation	d4d:missing_data_documentation	Missing Data Documentation	D4D_Collection	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Documentation of missing data patterns and handling strategies.	D4D_Collection
Dataset.missing_data_patterns	d4d:missing_data_patterns	Missing Data Patterns	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Description of patterns in missing data (e.g., missing completely at random, missing at random, miss...	Unknown
Dataset.missing_information	d4d:missing_information	Missing Information	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"References to one or more MissingInfo objects describing missing data.
"	Unknown
Dataset.missing_value_code	d4d:missing_value_code	Missing Value Code	Unknown	skos:closeMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	"Code(s) used to represent missing values for this variable. Examples: ""NA"", ""-999"", ""null"", """". Mult..."	Unknown
Dataset.mitigation_strategy	d4d:mitigation_strategy	Mitigation Strategy	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	"Steps taken or recommended to mitigate this bias.
"	Unknown
Dataset.modified_by	d4d:modified_by	Modified By	Unknown	skos:closeMatch	@graph[?@type='Dataset']['contributor']	schema:contributor	contributor	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.name	d4d:name	Name	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	A human-readable name for a thing.	Unknown
Dataset.notification_details	d4d:notification_details	Notification Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on how individuals were notified about data collection.
"	Unknown
Dataset.orcid	d4d:orcid	Orcid	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	ORCID (Open Researcher and Contributor ID) - a persistent digital identifier for researchers. Format...	Unknown
Dataset.other_compliance	d4d:other_compliance	Other Compliance	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Other regulatory compliance frameworks applicable to this dataset (e.g., CCPA, PIPEDA, industry-spec...	Unknown
Dataset.other_tasks	d4d:other_tasks	Other Tasks	D4D_Uses	skos:exactMatch	@graph[?@type='Dataset']['rai:dataUseCases']	rai:dataUseCases	dataUseCases	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Uses
Dataset.page	d4d:page	Page	Unknown	skos:exactMatch	@graph[?@type='Dataset']['url']	schema:url	url	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.parent_datasets	d4d:parent_datasets	Parent Datasets	D4D_Base	skos:exactMatch	@graph[?@type='Dataset']['isPartOf']	schema:isPartOf	isPartOf	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Parent datasets that this dataset is part of or derived from. Enables hierarchical dataset compositi...	D4D_Base
Dataset.participant_compensation	d4d:participant_compensation	Participant Compensation	D4D_Human	skos:exactMatch	@graph[?@type='Dataset']['d4d:participant_compensation']	d4d:participant_compensation	participant_compensation	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Compensation or incentives provided to human research participants.	D4D_Human
Dataset.participant_privacy	d4d:participant_privacy	Participant Privacy	D4D_Human	skos:closeMatch	@graph[?@type='Dataset']['rai:personalSensitiveInformation']	rai:personalSensitiveInformation	personalSensitiveInformation	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped	Privacy protections and anonymization procedures for human research participants, including reidenti...	D4D_Human
Dataset.path	d4d:path	Path	D4D_Base	skos:narrowMatch	@graph[?@type='Dataset']['contentUrl']	schema:contentUrl	contentUrl	semapv:ManualMappingCuration	0.8	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Base
Dataset.precision	d4d:precision	Precision	Unknown	skos:closeMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	The precision or number of decimal places for numeric variables.	Unknown
Dataset.preprocessing_details	d4d:preprocessing_details	Preprocessing Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on preprocessing steps applied to the data.
"	Unknown
Dataset.preprocessing_strategies	d4d:preprocessing_strategies	Preprocessing Strategies	D4D_Preprocessing	skos:exactMatch	@graph[?@type='Dataset']['d4d:preprocessing_strategies']	d4d:preprocessing_strategies	preprocessing_strategies	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d		D4D_Preprocessing
Dataset.principal_investigator	d4d:principal_investigator	Principal Investigator	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	A key individual (Principal Investigator) responsible for or overseeing dataset creation.	Unknown
Dataset.privacy_techniques	d4d:privacy_techniques	Privacy Techniques	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	What privacy-preserving techniques were applied (e.g., differential privacy, k-anonymity, data maski...	Unknown
Dataset.prohibited_uses	d4d:prohibited_uses	Prohibited Uses	D4D_Uses	skos:exactMatch	@graph[?@type='Dataset']['d4d:prohibited_uses']	d4d:prohibited_uses	prohibited_uses	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Explicitly prohibited or forbidden uses for this dataset. Stronger than discouraged_uses - these are...	D4D_Uses
Dataset.prohibition_reason	d4d:prohibition_reason	Prohibition Reason	Unknown	skos:exactMatch	@graph[?@type='Dataset']['d4d:prohibition_reason']	d4d:prohibition_reason	prohibition_reason	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Reason why this use is prohibited (e.g., license restriction, ethical concern, privacy risk, legal c...	Unknown
Dataset.publisher	d4d:publisher	Publisher	Unknown	skos:exactMatch	@graph[?@type='Dataset']['publisher']	schema:publisher	publisher	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.purposes	d4d:purposes	Purposes	D4D_Motivation	skos:closeMatch	@graph[?@type='Dataset']['rai:dataUseCases']	rai:dataUseCases	dataUseCases	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Motivation
Dataset.quality_notes	d4d:quality_notes	Quality Notes	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Notes about data quality, reliability, or known issues specific to this variable.	Unknown
Dataset.quote_char	d4d:quote_char	Quote Char	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended		Unknown
